,scr_selcode,sub_name,scr_period
1340,2543,整合型物流經營與管理,"(二)02-04 紀412 吳沛儒,曾柏興"
1341,1634,都市計畫與空間資訊實務,"(二)07-09 忠418 雷祖強,賴美蓉"
1342,1638,環境規劃與都市設計專論,(二)02-04 忠418 劉立偉
1343,1643,都市計畫個案研究,(二)11-13 忠418 王大立
1344,1873,都市計畫與空間資訊實習(一),"(二)01-04 忠402 雷祖強,莊永忠,黃敏修"
1345,1874,都市計畫概論,(二)06-07 建301 高孟定
1346,1904,電腦輔助設計,(二)08-10 資電B19(電腦實習室) 林映辰
1347,1879,測量平差學,(二)06-08 建305 高豫麒
1348,1881,都市交通計畫,(二)02-04 忠204 邱景升
1349,1891,都市計畫與空間資訊實習(五),"(二)06-09 忠402 徐逸祥,吳政庭,周天穎"
1350,1920,都市經營管理,(二)02-04 忠B05 謝政穎
1351,1906,空間資訊應用實務,(二)02-04 資電125(電腦實習室) 徐逸祥
1352,1916,都市計畫與空間資訊實習(五),"(二)06-09 忠405(都計製圖室) 王大立,黃崇典,劉立偉"
1353,1922,住宅問題與政策,(二)08-10 建301 劉曜華
1354,1923,計畫理論導論,(二)02-04 忠211 高孟定
1355,2548,班級活動,"(二)06-07 紀105 林宗賢,朱南玉"
1356,2558,公營遊憩資源,(二)03-04 紀209A 李瑞陽
1357,2560,坐標幾何,(二)08-09 忠307 洪本善
1358,2561,坐標幾何實習,(二)05     忠307
1359,2553,班級活動,"(二)06-07 紀209B 楊文燦,陳建元"
1360,2562,班級活動,(二)06-07 紀209A 謝靜琪
1361,2578,不動產投資,"(二)08-10 紀209B 朱南玉,林宏澔"
1362,2570,班級活動,(二)06-07 紀111 辛年豐
1363,2585,班級活動,(二)06-07 忠208 李瑞陽
1364,2586,土地稅,(二)08-10 紀209A 張梅英
1365,2600,物業管理,"(二)03-04 紀105 柯貴勝,張智元"
1366,2591,班級活動,(二)06-07 語403 洪本善
1367,2593,土地法(二),(二)09-10 紀105 何彥陞
1368,2603,班級活動,(二)06-07 忠310 楊賀雯
1369,2604,班級活動,(二)06-07 忠303 張梅英
1370,2613,不動產市場分析專論,(二)08-10 紀108 謝靜琪
1371,2614,不動產投資專論,(二)02-04 紀108 朱南玉
1372,1849,專題討論(二),"(二)02     紀405A 陳憲宗,林正紋,楊文燦,周天穎"
1373,1851,土木工程特論,"(二)06-08 土501 紀昭銘,林保宏"
1374,1852,防災監測技術特論,"(二)11-13 紀405A 方耀民,李秉乾,黃青雲"
1375,1856,專業英文閱讀與寫作,(二)03-04 紀405A 葉昭甫
1376,0886,景觀遊憩量化分析,(二)07-08 紀405A 林宗賢
1377,0893,復癒性景觀理論與案例,(二)07-09 紀406B 李英弘
1378,0898,班級活動,"(二)14     土402A 蔡崇興,黃亦敏"
1379,0905,應用力學,(二)11-13 土402A 黃亦敏
1380,0907,班級活動,(二)14     土B10 張志超
1381,0910,土壤力學實習,(二)13     土力實驗室 陳廣祥
1382,0911,土壤力學,(二)11-12 土B10 陳廣祥
1383,0915,班級活動,(二)14     商102 張智元
1384,0920,鋼結構設計,(二)11-13 商102 許聖富
1385,0921,班級活動,(二)14     土B03 陳廣祥
1386,0927,BIM於RC結構建模與應用,(二)11-13 土302(電腦實習室) 賴威昇
1387,0934,當前不動產經營管理議題研析,"(二)11-13 人203 吳存金,楊賀雯,謝錦龍,楊龍士"
1388,0226,班級活動,"(二)06-07 商202 羅仙法,楊明晶"
1389,0229,會計學(二),(二)02-04 語402 許慧雯
1390,0234,班級活動,"(二)06-07 語101 張倉耀,陳麗君"
1391,0242,班級活動,"(二)06-07 語303 王佳真,廖東亮"
1392,0244,財金概論,(二)04     商106 王佳真
1393,0252,財務管理(二)實習,(二)01     商203
1394,0254,貨幣銀行學,(二)06-08 忠206 林昆立
1395,0277,資料庫管理系統,(二)02-04 行政二館105-電腦實室 江耕南
1396,0264,統計學(二)實習,(二)09-10 商205 王怡晴
1397,0265,總體經濟學,(二)06-08 商302 洪偉峰
1398,0271,統計學(二),(二)06-08 商205 劉峰旗
1399,0278,班級活動,(二)09-10 語304 朱心蘅
1400,0297,財富管理,(二)06-08 商304 吳仰哲
1401,0284,班級活動,(二)09-10 商202 李君屏
1402,0289,期貨與選擇權,(二)02-04 忠205 陳麗君
1403,0290,班級活動,(二)09-10 商302 吳仰哲
1404,0303,金融商品行銷策略,(二)11-13 商311 謝偉國
1405,0308,銀行外匯業務,(二)02-04 語303 徐慧敏
1406,0310,證券交易法,(二)06-08 忠B05 蔣淑芬
1407,0311,金融機構經營與管理,(二)02-04 商512 李君屏
1408,0312,衍生性金融商品,(二)08-10 商512 楊明晶
1409,0316,計量經濟學(二),(二)11-13 商1215 張倉耀
1410,0328,微積分(二)實習,(二)08-09 理402
1411,0332,風險管理,(二)02-04 語102 張永郎
1412,0338,班級活動,(二)09-10 商207 陳森松
1413,0339,保險法,(二)06-08 商201 陳森松
1414,0342,統計學(二),(二)02-04 商404 吳進家
1415,0344,班級活動,(二)09-10 商206 宮可倫
1416,0346,保險法,(二)06-08 商206 吳瑞雲
1417,0347,個體經濟學,(二)02-04 語103 呂瑞秋
1418,0353,班級活動,(二)09-10 商106 吳瑞雲
1419,0359,企業風險管理,(二)06-08 語305 龎寶宏
1420,0363,財產保險(三),(二)02-04 語104 張吉宏
1421,4319,年金保險,(二)11-13 商107 黃依潔
1422,0356,班級活動,(二)09-10 忠208 洪介偉
1423,0364,班級活動,(二)10     商104 江朝峯
1424,0366,退休金規劃,(二)02-04 語305 龎寶宏
1425,0368,期貨與選擇權,(二)06-08 語307 洪介偉
1426,0375,產險精算專題(二),(二)07-09 商1009 張智凱
1427,0380,數量方法(一),(二)11-13 商1009 洪介偉
1428,0386,政策保險專題研究,(二)07-09 商1007 簡宣博
1429,1990,計量經濟學(二),"(二)02-04 商613 陳清和,劉炳麟,莊明哲"
1430,1994,公司理財專題,"(二)07-09 商613 朱心蘅,姜寄南"
1431,2007,班級活動,(二)05     商203 馮詩蘋
1432,2012,精算定價模型(二),(二)06-08 忠205 馮詩蘋
1433,4392,機率論(二),(二)02-04 語406 楊啟均
1434,2014,班級活動,(二)05     忠501 莊明哲
1435,2021,金融創新,"(二)02-04 語201 黃孝慈,馮詩蘋"
1436,2023,班級活動,(二)05     商104 張智凱
1437,3010,商業應用統計,"(二)08-09 人607 (四)08-09 人607 曾明哲,林孟樺"
1438,3013,英文寫作,(二)02-04 人B116A 柯馬克
1439,3018,溝通技巧(4),(二)06-07 人B120A 柯馬克
1440,4305,溝通技巧(4),(二)08-09 人B120A 柯馬克
1441,3022,基礎電磁學,(二)07-09 科航204 (三)02-04 科航102(物實驗室二) 楊嘉會
1442,3025,英文寫作,(二)02-04 人B120A 黃怡媜
1443,3028,溝通技巧(4),(二)11-12 人B120A 曾明哲
1444,3030,電子電路分析與設計,(二)02-04 科航203 林賢龍
1445,3032,線性代數,(二)06-08 人B117A 陳子建
1446,3035,統計學(二),(二)02-04 商207 賴崑榮
1447,0004,表現法,(二)06-07 忠703(建素描室) 鄭月妹
1448,0005,電腦輔助設計概論,"(二)08-09 忠611(電腦實習室) 簡嘉良,蕭俊碩,安娜愛麗絲"
1449,0010,建築圖學(二),(二)03-04 忠804 杜方中
1450,0008,表現法,(二)08-09 忠703(建素描室) 鄭月妹
1451,0009,電腦輔助設計概論,"(二)06-07 忠611(電腦實習室) 林嘉成,蕭俊碩,安娜愛麗絲"
1452,0022,建築設計(四),(二)01     忠516(建製圖室) (二)01     忠804 (二)02     忠516(建製圖室) (二)02     忠804 (二)03     忠516(建製圖室) (二)03     忠703(建素描室) (二)04     忠516(建製圖室) (二)04     忠703(建素描室) (二)06     忠516(建製圖室) (二)06     忠804 (二)07
1453,1098,建築設備,(二)02-04 忠304 崔征國
1454,1100,施工圖(一),(二)11-13 忠804 王福君
1455,1101,現代建築史,(二)06-07 忠304 宋玉真
1456,1112,建築數位傳達,(二)11-12 忠611(電腦實習室) 陳上元
1457,1115,當代建築,(二)03-04 忠209 CARLOS
1458,1118,建築設計(十),(二)01     忠516(建製圖室) (二)01     忠603(建製圖室) (二)02     忠516(建製圖室) (二)02-04 忠603(建製圖室) (二)06-09 忠603(建製圖室) (五)01     忠516(建製圖室) (五)01     忠603(建製圖室) (五)02     忠516(建製圖室) (五)02     忠603(建製圖室) (五)
1459,1132,奈米建築材料應用,(二)06-08 忠712 曾亮
1460,1127,省能建築專論,(二)11-13 忠707 林衍良
1461,1136,當代建築評論,(二)11-13 忠712 宋玉真
1462,0855,人因工程,(二)11-12 忠208 崔征國
1463,0857,計算機概論,(二)13-14 忠611(電腦實習室) 林哲正
1464,0870,環境生態學,(二)11-12 忠309 羅仁豪
1465,0877,專業外語,(二)11-12 忠303 鄭宜玫
1466,4390,室內友善設施設計及應用,(二)11-12 商206 曾亮
1467,4391,室內空氣品質檢測與綠建材,(二)13-14 商206 曾亮
1468,1935,TRIZ理論與創新設計,(二)06-08 忠B06 宋明弘
1469,1938,國際展示規劃與設計,(二)03-04 忠B06 曾亮
1470,3055,影像應用創作（二）,(二)08-09 人506 李建成
1471,3056,菁英英語演講及簡報,(二)11-12 資電102 蔚賾休
1472,3061,事業創新,(二)07-09 人社B01 趙裕彬
1473,3065,華語教材教法,(二)11-12 人B116A 王惠鈴
1474,3071,越南文(二),(二)11-12 資電108 黃青雲
1475,3075,商用日語,(二)08-09 人404 張雪玉
1476,3076,商用日語,(二)01-02 資電B02 李金娟
1477,3078,韓文(一),(二)03-04 資電B02 朴恩喜
1478,3086,日文(一),(二)03-04 人404 黃煇慶
1479,3088,日文(一),(二)10-11 資電103 楊謦綺
1480,3091,日文(二),(二)06-07 人603 張雪玉
1481,3093,日文(二),(二)06-07 人703 林盈萱
1482,3108,日語短劇,(二)03-04 人403 林盈萱
1483,3111,西班牙文(一),(二)06-07 語202 吳佩娟
1484,3112,西班牙文(二),(二)08-09 忠501 吳佩娟
1485,3113,西班牙文(二),(二)11-12 忠209 吳佩娟
1486,3115,英文閱讀(二),(二)06-07 人601 王淑真
1487,3119,英文寫作(二),(二)01-02 工319(電腦實習室) 王雅慧
1488,3122,法文(一),(二)01-02 忠203 斐克禮
1489,3124,新聞英文寫作,(二)03-04 工319(電腦實習室) 王雅慧
1490,3125,法文(二),(二)06-07 人604 斐克禮
1491,3128,英語會話(二),(二)03-04 人407 唐西恩
1492,3129,英語會話(二),(二)08-09 人605 蔚賾休
1493,3135,德文(一),(二)06-07 忠309 莫非
1494,3137,德文(二),(二)09-10 人601 莫非
1495,3144,氣態生質能源生產與產業管理,"(二)11-13 忠210 朱正永,賴奇厚"
1496,3147,皮革污水處理,"(二)11-13 人B119A 梁志銘,白志祥,林俊德"
1497,3156,智慧城市與軌道發展實務,"(二)11-13 商207 葉昭甫,鍾慧諭"
1498,3249,音樂、語言與大腦,(二)09-10 人501 李承宗
1499,3165,人造環境欣賞,(二)08-09 人B119A 林季芸
1500,3166,中國文物欣賞,(二)01-02 人701 戴瑞坤
1501,3172,希臘羅馬神話故事與西洋藝術,(二)08-09 人703 余瓊宜
1502,3173,中國文化遺產及其藝術,(二)08-09 人505 李建緯
1503,3180,文學與生活,(二)03-04 人701 楊美美
1504,3188,台灣民間信仰,(二)03-04 人601 王志宇
1505,3196,音樂與人生,(二)06-07 資電222(第三國會廳) 詹美慧
1506,3198,現代散文,(二)06-07 人705 張瑞芬
1507,3199,當代文學閱讀與寫作,(二)08-09 人705 張瑞芬
1508,3201,應用文,(二)06-07 人605 楊美美
1509,3208,旅遊與多元學習	,(二)08-09 資電B07 宋齊有
1510,3209,旅遊與多元學習	,(二)06-07 資電B07 宋齊有
1511,3223,科學行銷概論,(二)06-07 人202 陳上元
1512,3229,系統品質建模與挑戰,(二)08-09 人407 翁明材
1513,3231,科學的發明與應用,(二)06-07 人B119A 王啟林
1514,3239,營養與健康,(二)03-04 紀204(第一國會廳) 何麗齡
1515,3241,環境與公害,"(二)08-09 理313 林俊德,李書安,梁志銘"
1516,3244,化粧品科學與生活時尚,(二)08-09 行政二館205(視聽室) 吳珮瑄
1517,3259,戀愛心理學,(二)06-07 忠B08 林瑞發
1518,3269,生涯規劃,(二)01-02 人405 楊裕仁
1519,3270,生涯規劃,(二)03-04 人405 楊裕仁
1520,3273,投資與理財,(二)06-07 人701 滿肇怡
1521,3297,智慧綠台灣,"(二)03-04 人B117A 陳上元,劉為光,林衍良,沈揚庭"
1522,3299,智慧定位-衛星導航,(二)08-09 人406 穆青雲
1523,3303,專利撰寫實務,(二)03-04 人608 陳淑慧
1524,4362,社會學習參與專題:新移民互動平台,(二)08-09 人B116A 何景榮
1525,4363,APPS基礎實作,(二)06-07 資電B15 陳重宏
1526,4365,APPS基礎實作,(二)03-04 資電B15 簡嘉良
1527,4407,影像製作實務,(二)06-07 忠203 李建成
1528,3319,世界建築欣賞,(二)13-14 資電103 郭錦津
1529,3323,生態環境保育,(二)13-14 資電104 施漢鵬
1530,3325,全球暖化與綠色環境設計,(二)11-12 資電104 郭錦津
1531,3328,醫學美容與人生,(二)11-12 資電B03 許釗諭
1532,3337,智慧財產之保護與實務,(二)11-12 科航204 余賢東
1533,3342,民法實用,(二)11-12 商405 蔡宜宏
1534,3344,教育與人生,(二)13-14 科航204 林金福
1535,3346,策略理論與中國崛起,(二)11-12 商308 白兆偉
1536,3347,歐洲舞台藝術表演,(二)11-12 人1003(通識沙龍) 莊慧淨
1537,3348,歐洲舞台藝術表演,(二)13-14 人1003(通識沙龍) 莊慧淨
1538,4318,iOS APP程式設計,(二)11-12 忠301 英家慶
1539,4368,APPS基礎實作,(二)11-12 資電B15 王銘源
1540,4374,舞台道具製作,(二)10-11 人社B01 耿晧剛
1541,4375,劇場服裝設計及製作,(二)10-11 忠703(建素描室) 鄭月妹
1542,3351,體育－流行熱舞MV,(二)03-04 體館201(第一舞蹈室) 劉品坊
1543,3357,體育-彼拉提斯,(二)08-09 體館202(第二舞蹈室) 劉品坊
1544,3361,體育－健康與塑身,(二)03-04 體館205 汪在莒
1545,3365,體育－攀岩,(二)08-09 體館131 張宜正
1546,3372,體育－強力塑身,(二)06-07 體館201(第一舞蹈室) 汪在莒
1547,3383,體育－桌球,(二)01-02 電通B03 陳富美
1548,3384,體育－桌球,(二)03-04 電通B03 陳富美
1549,3385,體育－桌球,(二)06-07 電通B03 郭瑞益
1550,3386,體育－桌球,(二)08-09 電通B03 郭瑞益
1551,3396,體育－硬式網球,(二)03-04 體124 王亭文
1552,3397,體育－硬式網球,(二)08-09 體124 吳子揚
1553,3405,體育－排球,(二)01-02 體館301 林金杉
1554,3406,體育－排球,(二)06-07 體館301 陳銘鐘
1555,3407,體育－排球,(二)08-09 體館301 陳銘鐘
1556,3408,體育－排球,(二)10-11 體館301 陳銘鐘
1557,3410,體育－游泳,(二)10-11 體館108 劉嘉豪
1558,3413,體育－籃球,(二)03-04 體館101(多功能球場) 張景星
1559,3431,體育－韻律舞蹈,(二)06-07 體館202(第二舞蹈室) 郭春芍
1560,3435,體育－適應體育班,(二)11-12 電通B03 汪敬三
1561,3438,體育－健康與塑身,(二)08-09 體館205 鄭清榮
1562,3441,體育－瑜珈,(二)03-04 體館202(第二舞蹈室) 吳蕙米
1563,3451,體育－排球,(二)03-04 體館301 林金杉
1564,3458,體育－韻律舞蹈,(二)08-09 體館201(第一舞蹈室) 郭春芍
1565,3466,物理冶金學(二),(二)11-13 科航206 蔡健益
1566,3468,計算機概論與實習(I),(二)03-04 資電404 (二)09     資電404 (五)08-10 資電B19(電腦實習室) 黃志銘
1567,3469,計算機概論與實習(II),(二)03-04 資電404 (二)09     資電404 (五)08-10 資電B19(電腦實習室) 黃志銘
1568,3470,計算機概論與實習(II),(二)11-13 資電B19(電腦實習室) (四)11-13 資電404 劉明機
1569,3471,計算機概論與實習(III),(二)11-13 資電B19(電腦實習室) (四)11-13 資電404 劉明機
1570,3474,統計學(二),(二)11-13 商309 吳榮彬
1571,3475,統計學(二)實習,(二)14     商309 王怡晴
1572,3477,普通物理(二),(二)08-10 語104 江俊明
1573,3482,經濟學(二)實習,(二)11-12 商205 楊惠琪
1574,3486,邏輯設計,(二)01     理407 (三)01-02 理407 陳冠宏
1575,4337,工程統計(二),(二)11-13 忠305 王宏鍇
1576,4338,工程統計(二)實習,(二)10     忠305
1577,3498,微積分(一),(二)11-13 理409 黃同瑤
1578,3501,微積分(二),(二)11-13 忠307 陳長城
1579,3502,微積分(二),(二)11-13 理407 楊懿淑
1580,3643,大一英文(二)初級,(二)08-09 忠201 姚蘭
1581,3644,大一英文(二)初級,(二)08-09 資電103 李麗玲
1582,3645,大一英文(二)初級,(二)08-09 人702 李麗秋
1583,3646,大一英文(二)中級,(二)08-09 忠204 鄭宜玫
1584,3647,大一英文(二)中級,(二)08-09 資電108 王嘉蘭
1585,3648,大一英文(二)中級,(二)08-09 忠302 黃千芬
1586,3649,大一英文(二)中級,(二)08-09 資電511 林懷真
1587,3650,大一英文(二)中級,(二)08-09 資電512 林育群
1588,3651,大一英文(二)中級,(二)08-09 資電515 廖晨甯
1589,3652,大一英文(二)中高級,(二)08-09 資電107 林明洵
1590,3653,大一英文(二)中高級,(二)08-09 忠202 劉子瑄
1591,3654,大一英文(二)中高級,(二)08-09 資電411 李參
1592,3655,大一英文(二)中高級,(二)08-09 忠301 邱雅雯
1593,3669,大一英文(二)初級,(二)06-07 資電B02 陳秀雯
1594,3670,大一英文(二)初級,(二)06-07 人404 李麗玲
1595,3671,大一英文(二)中級,(二)06-07 忠302 黃千芬
1596,3672,大一英文(二)中級,(二)06-07 資電108 王嘉蘭
1597,3673,大一英文(二)中級,(二)06-07 忠201 陳惠玲
1598,3674,大一英文(二)中級,(二)06-07 忠301 廖珮珈
1599,3675,大一英文(二)中級,(二)06-07 資電511 林懷真
1600,3676,大一英文(二)中級,(二)06-07 資電512 林育群
1601,3677,大一英文(二)中級,(二)06-07 資電515 廖晨甯
1602,3678,大一英文(二)中高級,(二)06-07 科航201 林芷瑩
1603,3679,大一英文(二)中高級,(二)06-07 人408 蔡文雄
1604,3680,大一英文(二)中高級,(二)06-07 人608 陳依玲
1605,3681,大一英文(二)中高級,(二)06-07 資電B14(電腦實習室) 王鈺琪
1606,3682,大一英文(二)中高級,(二)06-07 資電411 李參
1607,3683,大一英文(二)高級,(二)06-07 人708 陳彥京
1608,3725,大一英文(二)初級,(二)08-09 人608 陳依玲
