2017-03-19 23:59:57,28:e1:4c:da:71:0e,ae_w_1f_3f06
2017-03-19 23:59:57,28:e1:4c:da:71:0e,ae_w_1f_4f08
2017-03-19 23:59:56,90:b0:ed:cf:22:73,bj_w_4f_4f05
2017-03-19 23:59:54,90:b0:ed:cf:22:73,bj_w_4f_4f05
2017-03-19 23:59:53,90:b0:ed:cf:22:73,bj_w_4f_4f05
2017-03-19 23:59:53,d4:0b:1a:b6:55:4c,ae_w_1f_b1f05
2017-03-19 23:59:53,d4:0b:1a:b6:55:4c,ae_w_1f_1f04
2017-03-19 23:59:49,90:b0:ed:cf:22:73,bj_w_4f_4f05
2017-03-19 23:59:46,90:b0:ed:cf:22:73,bj_w_4f_4f05
2017-03-19 23:59:45,90:b0:ed:cf:22:73,bj_w_4f_4f05
2017-03-19 23:59:43,80:4e:81:dc:86:71,bg_w_2f_2f01
2017-03-19 23:59:40,2c:f0:a2:b7:da:5a,bj_w_4f_2f03
2017-03-19 23:59:40,2c:f0:a2:b7:da:5a,bj_w_4f_2f05
2017-03-19 23:59:37,00:1e:64:17:06:4c,cb_w_3f_3f02
2017-03-19 23:59:37,2c:f0:a2:b7:da:5a,bj_w_4f_2f03
2017-03-19 23:59:37,2c:f0:a2:b7:da:5a,bi_w_2f_2f05
2017-03-19 23:59:35,9c:2a:83:2b:7a:53,bdorm_w_1f_b1f08
2017-03-19 23:59:35,b4:52:7e:89:6b:12,ae_w_1f_1f06
2017-03-19 23:59:35,b4:52:7e:89:6b:12,bn_w_5f_6f03
2017-03-19 23:59:34,9c:2a:83:2b:7a:53,bdorm_w_1f_b1f08
2017-03-19 23:59:32,74:c6:3b:8c:6d:57,gdorm_w_1f02
2017-03-19 23:59:31,b4:52:7e:89:6b:12,ae_w_1f_3f07
2017-03-19 23:59:31,b4:52:7e:89:6b:12,ae_w_1f_1f06
2017-03-19 23:59:30,2c:f0:a2:b7:da:5a,bi_w_2f_2f05
2017-03-19 23:59:28,b4:52:7e:89:6b:12,bw_w_1f_3f02
2017-03-19 23:59:28,b4:52:7e:89:6b:12,ae_w_1f_3f07
2017-03-19 23:59:26,60:f4:45:e2:cd:04,bd_w_3f_1f03
2017-03-19 23:59:25,60:f4:45:e2:cd:04,bg_w_2f_2f01
2017-03-19 23:59:25,60:f4:45:e2:cd:04,bd_w_3f_1f03
2017-03-19 23:59:23,d4:0b:1a:b6:55:4c,ae_w_1f_b1f06
2017-03-19 23:59:23,d4:0b:1a:b6:55:4c,ae_w_1f_b1f05
2017-03-19 23:59:22,d4:0b:1a:b6:55:4c,ae_w_1f_b1f05
2017-03-19 23:59:09,00:1e:64:17:06:4c,cb_w_3f_3f02
2017-03-19 23:59:09,04:52:f3:51:a4:88,bdorm_w_1f_b1f03
2017-03-19 23:59:07,60:f4:45:e2:cd:04,bg_w_2f_2f01
2017-03-19 23:59:03,9c:2a:83:2b:7a:53,bdorm_w_1f_b1f08
2017-03-19 23:59:02,60:f4:45:e2:cd:04,bg_w_2f_2f01
2017-03-19 23:58:58,00:1e:64:17:06:4c,cb_w_3f_3f02
2017-03-19 23:58:58,bc:54:36:0b:95:7f,bg_w_2f_2f01
2017-03-19 23:58:58,bc:54:36:0b:95:7f,bdorm_w_1f_1f01
2017-03-19 23:58:55,60:f4:45:e2:cd:04,bg_w_2f_2f01
2017-03-19 23:58:38,74:23:44:44:68:46,ab_w_1f_2f10
2017-03-19 23:58:36,8c:8e:f2:9f:2d:f2,bi_w_2f_1f01
2017-03-19 23:58:31,00:1e:64:17:06:4c,cb_w_3f_3f02
2017-03-19 23:58:25,00:25:d3:dd:c1:4a,ae_w_1f_b1f01
2017-03-19 23:58:25,00:25:d3:dd:c1:4a,ae_w_1f_1f01
2017-03-19 23:58:10,e4:f8:ef:9a:8a:ad,bg_w_2f_2f06
2017-03-19 23:58:07,8c:8e:f2:9f:2d:f2,bi_w_2f_1f01
2017-03-19 23:58:07,8c:8e:f2:9f:2d:f2,bi_w_2f_1f03
2017-03-19 23:58:06,88:63:df:5d:06:d5,ae_w_1f_1f01
2017-03-19 23:58:04,74:23:44:44:68:46,ab_w_1f_2f10
2017-03-19 23:58:02,04:52:f3:51:a4:88,bdorm_w_1f_b1f03
2017-03-19 23:58:01,98:e7:9a:4a:d3:05,ae_w_1f_2f03
2017-03-19 23:58:01,98:e7:9a:4a:d3:05,ae_w_1f_2f02
2017-03-19 23:57:56,8c:8e:f2:9f:2d:f2,bi_w_2f_1f03
2017-03-19 23:57:56,8c:8e:f2:9f:2d:f2,bi_w_2f_2f04
2017-03-19 23:57:50,ac:cf:5c:c9:ed:b8,gdorm_w_1f01
2017-03-19 23:57:50,74:23:44:44:68:46,bg_w_2f_2f02
2017-03-19 23:57:50,34:ab:37:37:1e:45,bi_w_2f_3f02
2017-03-19 23:57:44,98:e7:9a:4a:d3:05,ae_w_1f_1f07
2017-03-19 23:57:44,98:e7:9a:4a:d3:05,ae_w_1f_2f03
2017-03-19 23:57:40,68:14:01:55:b4:cd,bdorm_w_1f_b1f10
2017-03-19 23:57:40,8c:8e:f2:9f:2d:f2,bi_w_2f_2f04
2017-03-19 23:57:38,e0:5f:45:21:2c:04,bg_w_2f_3f01
2017-03-19 23:57:38,ac:5f:3e:37:ea:79,ab_w_1f_1f04
2017-03-19 23:57:37,34:ab:37:37:1e:45,bi_w_2f_3f02
2017-03-19 23:57:36,5c:ad:cf:24:18:16,ab_w_1f_1f04
2017-03-19 23:57:36,8c:8e:f2:9f:2d:f2,bi_w_2f_2f04
2017-03-19 23:57:35,2c:4d:54:bb:8a:2e,gdorm_w_1f01
2017-03-19 23:57:34,e0:5f:45:21:2c:04,bg_w_2f_3f01
2017-03-19 23:57:33,88:63:df:5d:06:d5,ae_w_1f_1f01
2017-03-19 23:57:33,40:b8:37:d6:d2:0b,bm_w_1f_2f03
2017-03-19 23:57:31,8c:8e:f2:9f:2d:f2,bi_w_2f_2f04
2017-03-19 23:57:30,8c:8e:f2:9f:2d:f2,bi_w_2f_1f03
2017-03-19 23:57:26,90:e7:c4:18:e4:8c,bdorm_w_1f_1f01
2017-03-19 23:57:25,28:e1:4c:da:71:0e,ae_w_1f_4f08
2017-03-19 23:57:25,28:e1:4c:da:71:0e,ae_w_1f_3f06
2017-03-19 23:57:25,8c:8e:f2:9f:2d:f2,bi_w_2f_1f03
2017-03-19 23:57:24,8c:8e:f2:9f:2d:f2,bi_w_2f_1f03
2017-03-19 23:57:24,8c:8e:f2:9f:2d:f2,bi_w_2f_3f02
2017-03-19 23:57:24,60:6c:66:2c:bd:de,ae_w_1f_b1f06
2017-03-19 23:57:19,88:63:df:5d:06:d5,ae_w_1f_1f01
2017-03-19 23:57:10,70:4d:7b:c6:7c:1e,bg_w_2f_2f03
2017-03-19 23:57:10,70:4d:7b:c6:7c:1e,bg_w_2f_1f04
2017-03-19 23:57:09,70:4d:7b:c6:7c:1e,bg_w_2f_1f04
2017-03-19 23:57:08,00:1e:64:17:06:4c,cb_w_3f_3f02
2017-03-19 23:57:04,68:14:01:55:b4:cd,bdorm_w_1f_b1f10
2017-03-19 23:57:03,00:1e:64:17:06:4c,cb_w_3f_3f02
2017-03-19 23:57:03,8c:8e:f2:9f:2d:f2,bi_w_2f_3f02
