2017-02-26 23:59:59,cc:29:f5:6e:62:8d,af_w_1f_1f10
2017-02-26 23:59:56,cc:29:f5:6e:62:8d,af_w_1f_1f10
2017-02-26 23:59:56,24:92:0e:00:f0:58,bg_w_2f_2f01
2017-02-26 23:59:55,70:14:a6:17:5b:53,bg_w_2f_2f01
2017-02-26 23:59:52,6c:71:d9:73:4b:4b,bc_w_2f_4f01
2017-02-26 23:59:52,74:df:bf:b9:05:a6,af_w_4f_5f09
2017-02-26 23:59:51,24:92:0e:00:f0:58,bn_w_5f_3f05
2017-02-26 23:59:47,f8:27:93:81:af:a6,ab_w_6f_6f05
2017-02-26 23:59:44,24:92:0e:00:f0:58,bn_w_5f_3f05
2017-02-26 23:59:40,90:cd:b6:5b:9a:d2,ah_w_10f_10f03
2017-02-26 23:59:32,70:de:e2:49:31:a4,be_w_4f_2f05
2017-02-26 23:59:29,54:ea:a8:91:e9:52,ba_w_1f_4f07
2017-02-26 23:59:29,54:ea:a8:91:e9:52,bg_w_2f_2f02
2017-02-26 23:59:22,74:df:bf:b9:05:a6,af_w_4f_4f09
2017-02-26 23:59:21,64:89:9a:14:9a:72,ab_w_1f_1f04
2017-02-26 23:59:19,74:df:bf:b9:05:a6,af_w_4f_5f09
2017-02-26 23:59:19,74:df:bf:b9:05:a6,af_w_4f_4f09
2017-02-26 23:59:17,04:c2:3e:aa:cd:5e,bn_w_5f_2f05
2017-02-26 23:59:17,04:c2:3e:aa:cd:5e,bg_w_2f_2f01
2017-02-26 23:59:11,90:cd:b6:5b:9a:d2,ah_w_10f_10f03
2017-02-26 23:59:02,70:de:e2:49:31:a4,be_w_4f_2f05
2017-02-26 23:59:02,30:a8:db:93:b6:0e,bg_w_2f_2f02
2017-02-26 23:58:58,04:c2:3e:aa:cd:5e,bn_w_5f_3f02
2017-02-26 23:58:58,04:c2:3e:aa:cd:5e,bn_w_5f_2f05
2017-02-26 23:58:57,04:c2:3e:aa:cd:5e,bn_w_5f_2f05
2017-02-26 23:58:52,74:df:bf:b9:05:a6,af_w_4f_3f07
2017-02-26 23:58:52,70:de:e2:49:31:a4,be_w_4f_2f05
2017-02-26 23:58:52,74:df:bf:b9:05:a6,af_w_4f_3f06
2017-02-26 23:58:51,50:2e:5c:e2:1f:fe,bg_w_2f_2f01
2017-02-26 23:58:48,6c:71:d9:73:4b:4b,bc_w_2f_4f01
2017-02-26 23:58:42,74:df:bf:b9:05:a6,af_w_4f_4f08
2017-02-26 23:58:42,1c:b7:2c:3f:33:af,ab_w_6f_7f03
2017-02-26 23:58:42,1c:b7:2c:3f:33:af,ab_w_6f_7f02
2017-02-26 23:58:41,90:cd:b6:5b:9a:d2,ah_w_10f_10f03
2017-02-26 23:58:28,04:c2:3e:aa:cd:5e,bn_w_5f_3f02
2017-02-26 23:58:28,6c:71:d9:73:4b:4b,bc_w_2f_4f01
2017-02-26 23:58:27,04:c2:3e:aa:cd:5e,bn_w_5f_3f02
2017-02-26 23:58:18,74:df:bf:b9:05:a6,af_w_4f_4f09
2017-02-26 23:58:15,74:df:bf:b9:05:a6,af_w_4f_3f06
2017-02-26 23:58:15,74:df:bf:b9:05:a6,af_w_4f_4f09
2017-02-26 23:58:15,84:a1:34:60:59:7f,bb_w_3f_2f03
2017-02-26 23:58:12,90:cd:b6:5b:9a:d2,ah_w_10f_10f03
2017-02-26 23:58:09,30:a8:db:93:b6:0e,bg_w_2f_2f02
2017-02-26 23:58:00,f8:27:93:81:af:a6,ab_w_6f_6f05
2017-02-26 23:57:59,20:a2:e4:39:6f:33,bb_w_3f_2f03
2017-02-26 23:57:59,70:14:a6:17:5b:53,bg_w_2f_2f01
2017-02-26 23:57:57,28:f0:76:d8:04:ee,gdorm_w_1f02
2017-02-26 23:57:55,50:2e:5c:e2:1f:fe,bg_w_2f_2f01
2017-02-26 23:57:52,28:f0:76:d8:04:ee,gdorm_w_1f02
2017-02-26 23:57:51,6c:71:d9:73:4b:4b,bc_w_2f_4f01
2017-02-26 23:57:46,f0:f6:1c:4d:f6:e5,gdorm_w_1f02
2017-02-26 23:57:43,90:cd:b6:5b:9a:d2,ah_w_10f_10f03
2017-02-26 23:57:38,f0:f6:1c:4d:f6:e5,gdorm_w_1f02
2017-02-26 23:57:37,74:df:bf:b9:05:a6,af_w_4f_4f09
2017-02-26 23:57:37,84:a1:34:60:59:7f,bb_w_3f_2f03
2017-02-26 23:57:34,74:df:bf:b9:05:a6,af_w_4f_4f08
2017-02-26 23:57:34,84:a1:34:60:59:7f,bb_w_3f_2f03
2017-02-26 23:57:32,30:a8:db:93:b6:0e,bg_w_2f_2f02
2017-02-26 23:57:29,84:a1:34:60:59:7f,bb_w_3f_3f02
2017-02-26 23:57:29,84:a1:34:60:59:7f,bb_w_3f_2f03
2017-02-26 23:57:26,20:a2:e4:39:6f:33,bb_w_1.5f_3f01
2017-02-26 23:57:26,20:a2:e4:39:6f:33,bb_w_3f_2f03
2017-02-26 23:57:24,74:df:bf:b9:05:a6,af_w_4f_4f08
2017-02-26 23:57:22,bc:52:b7:cf:1d:76,ah_w_6f_6f02
2017-02-26 23:57:22,6c:71:d9:73:4b:4b,bc_w_2f_4f01
2017-02-26 23:57:14,90:cd:b6:5b:9a:d2,ah_w_10f_10f03
2017-02-26 23:57:14,84:a1:34:60:59:7f,bb_w_3f_1f01
2017-02-26 23:57:12,74:df:bf:b9:05:a6,af_w_4f_3f07
2017-02-26 23:57:07,84:a1:34:60:59:7f,bb_w_3f_3f02
2017-02-26 23:57:07,d0:53:49:ed:90:0e,gdorm_w_b1f02
2017-02-26 23:57:06,f8:27:93:81:af:a6,ab_w_6f_6f05
2017-02-26 23:57:03,20:a2:e4:39:6f:33,bb_w_1.5f_4f02
2017-02-26 23:57:03,20:a2:e4:39:6f:33,bb_w_1.5f_3f01
2017-02-26 23:57:02,74:df:bf:b9:05:a6,af_w_4f_4f09
2017-02-26 23:57:02,74:df:bf:b9:05:a6,af_w_4f_3f07
2017-02-26 23:56:59,28:f0:76:d8:04:ee,gdorm_w_1f02
2017-02-26 23:56:57,70:14:a6:17:5b:53,bg_w_2f_2f01
2017-02-26 23:56:54,14:dd:a9:a1:aa:5d,ah_w_2f_2f08
2017-02-26 23:56:54,14:dd:a9:a1:aa:5d,af_w_4f_5f04
2017-02-26 23:56:50,bc:52:b7:cf:1d:76,ah_w_6f_6f02
